Name,Overall,Potential,Age,Club,Nationality,Positions,ValueEUR,WageEUR,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,AgeCategory,RatingCategory
Cantero,73,76,27,SD Eibar,Spain,GK,3000000,7000,72,74,69,73,60,75,Adult,Average
R. Glatzel,73,73,28,Hamburger SV,Germany,ST,3100000,14000,62,73,46,65,30,77,Adult,Average
Javi Sánchez,73,80,25,Real Valladolid CF,Spain,CB,5500000,16000,66,53,54,58,72,77,Adult,Average
Tiago Silva,73,73,29,Vitória de Guimarães,Portugal,"CM,CAM",3000000,10000,70,71,73,73,63,59,Adult,Average
A. Molinas,73,81,21,Boca Juniors,Argentina,"CAM,CM",7000000,10000,72,57,73,76,51,59,Young,Average
M. Müller,73,75,28,FC Luzern,Germany,GK,2600000,11000,72,69,69,74,30,73,Adult,Average
Sergi Guardiola,73,73,31,Real Valladolid CF,Spain,ST,2600000,20000,73,73,62,74,30,77,Senior,Average
A. Karazor,73,74,25,VfB Stuttgart,Germany,"CDM,CB",3200000,17000,51,36,60,63,76,70,Adult,Average
Antunes,73,73,35,FC Paços de Ferreira,Portugal,LB,925000,6000,69,69,74,74,70,68,Senior,Average
M. Cancellieri,73,86,19,Lazio,Italy,"RW,CF",7000000,14000,83,69,69,77,38,62,Young,Average
L. Díaz,73,73,30,Estudiantes de La Plata,Argentina,ST,3000000,12000,69,74,63,68,27,74,Senior,Average
C. Willock,73,78,24,Queens Park Rangers,England,"CAM,ST",4600000,24000,83,68,67,76,29,57,Adult,Average
J. Fleck,73,73,30,Sheffield United,Scotland,"CM,CDM",2900000,23000,65,69,74,74,66,73,Senior,Average
A. Ounas,73,76,25,LOSC Lille,Algeria,"RW,ST",4000000,26000,83,66,69,79,44,63,Adult,Average
Marlon,73,77,25,MKE Ankaragücü,Brazil,LB,3900000,11000,79,60,62,72,66,74,Adult,Average
D. Garmash,73,73,32,Dynamo Kyiv,Ukraine,"CAM,ST",2400000,850,67,74,74,70,67,72,Senior,Average
S. Moyano,73,73,31,Unión de Santa Fe,Argentina,GK,1600000,9000,73,69,68,74,54,72,Senior,Average
Yan Junling,73,73,31,Shanghai Port FC,China PR,GK,1600000,12000,72,70,69,74,49,72,Senior,Average
R. Řezník,73,73,33,FC Viktoria Plzeň,Czech Republic,"RB,CB",1600000,850,73,60,65,67,70,77,Senior,Average
F. Noguera,73,74,29,Estudiantes de La Plata,Argentina,CB,2800000,11000,40,38,46,50,73,84,Adult,Average
Alvildo Sousa,73,73,26,Atlético Clube Goianiense,Brazil,"CAM,CM",3300000,12000,69,69,72,73,30,70,Adult,Average
L. Kelly,73,80,23,AFC Bournemouth,England,CB,5500000,28000,72,40,62,68,74,75,Adult,Average
Carlos Augusto,73,80,23,AC Monza,Brazil,"LWB,LM,CB",6000000,28000,67,50,67,70,71,70,Adult,Average
M. Zárate,73,73,35,Platense,Argentina,"ST,CF,CAM",1300000,10000,72,75,69,79,35,66,Senior,Average
R. Thomas,73,73,27,Free agent,New Zealand,"CM,CAM,CDM",0,0,71,65,71,76,61,66,Adult,Average
J. Campuzano,73,75,26,GZT Giresunspor,Colombia,"CDM,CM",3400000,13000,72,40,60,65,72,72,Adult,Average
M. Travers,73,80,23,AFC Bournemouth,Republic of Ireland,GK,5000000,22000,73,69,70,76,40,73,Adult,Average
S. Bguir,73,73,28,Abha Club,Tunisia,"CAM,RM,ST",3100000,12000,69,70,71,75,33,64,Adult,Average
D. Vavro,73,76,26,F.C. København,Slovakia,CB,3500000,17000,64,56,57,60,72,80,Adult,Average
Fabri Arnoia,73,73,30,Flamengo,Brazil,"RW,CF",2900000,31000,80,65,67,73,27,58,Senior,Average
A. Hadžiahmetović,73,76,25,İttifak Holding Konyaspor,Bosnia and Herzegovina,"CDM,CM,LM",3600000,13000,69,60,70,72,69,74,Adult,Average
S. Iljutcenko,73,73,31,FC Seoul,Russia,ST,2600000,8000,73,75,53,65,37,81,Senior,Average
P. Solari,73,84,21,River Plate,Argentina,"RM,ST,RW",7000000,10000,85,72,62,74,25,66,Young,Average
Vágner Corraldo,73,73,22,Club Athletico Paranaense,Brazil,"LB,LM",3300000,10000,72,59,63,69,71,63,Young,Average
K. Zachariassen,73,73,28,Ferencvárosi TC,Norway,"CDM,CAM",2700000,900,77,69,69,71,67,77,Adult,Average
R. Hatate,73,80,24,Celtic,Japan,CM,6000000,34000,70,65,72,72,64,67,Adult,Average
M. Weiser,73,73,28,SV Werder Bremen,Germany,"RWB,RM",2800000,19000,71,62,71,77,68,67,Adult,Average
E. Cardona,73,73,29,Racing Club,Colombia,"CAM,LM,LW",3000000,16000,47,75,76,73,35,70,Adult,Average
F. Holland,73,73,31,SV Darmstadt 98,Germany,"LB,LWB",2200000,16000,68,47,65,71,71,72,Senior,Average
E. Gyasi,73,73,28,Spezia,Ghana,"RM,LM,ST",3100000,16000,77,62,65,74,44,68,Adult,Average
Cesc Fàbregas,73,73,35,Como,Spain,"CM,CAM,CDM",1200000,3000,35,65,80,74,60,49,Senior,Average
André Simões,73,73,32,Futebol Clube de Famalicão,Portugal,"CDM,CM",2000000,8000,72,67,70,69,73,73,Senior,Average
Clerc,73,73,30,Elche CF,Spain,"LB,LWB",2600000,15000,84,58,68,72,66,71,Senior,Average
A. Ibargüen,73,73,30,Club Deportes Tolima,Colombia,"LM,CAM",2900000,4000,91,65,68,76,37,46,Senior,Average
F. Krovinović,73,74,26,Hajduk Split,Croatia,"CAM,CM,CDM",3600000,950,67,67,74,75,61,63,Adult,Average
C. Højer,73,74,27,AC Sparta Praha,Denmark,LB,3200000,850,76,70,74,70,67,74,Adult,Average
Jorge Praceira,73,73,30,Palmeiras,Brazil,CB,2500000,26000,66,40,56,61,76,73,Senior,Average
D. Kreilach,73,73,33,Real Salt Lake,Croatia,"ST,CAM,CDM",1900000,8000,44,74,70,72,64,82,Senior,Average
T. Fosu-Mensah,73,79,24,Bayer 04 Leverkusen,Netherlands,"RB,CB",4500000,28000,67,60,64,66,74,76,Adult,Average
Pêpê,73,76,25,MKE Ankaragücü,Portugal,"CM,CDM",4000000,12000,59,63,70,72,66,71,Adult,Average
L. Travis,73,80,24,Blackburn Rovers,England,"CDM,CM",5500000,27000,69,59,65,69,71,76,Adult,Average
A. Diamanti,73,73,39,Western United FC,Italy,CAM,1000000,3000,56,68,77,73,33,65,Senior,Average
A. Stiller,73,79,21,TSG Hoffenheim,Germany,"CDM,CM",4500000,17000,66,56,74,72,68,67,Young,Average
F. Fragapane,73,73,29,Minnesota United FC,Argentina,"LM,CAM",3000000,8000,88,66,68,76,36,54,Adult,Average
J. Gorenc Stanković,73,74,26,SK Sturm Graz,Slovenia,"CDM,CB",3200000,16000,45,46,59,65,75,77,Adult,Average
Marcos Antonio,73,81,22,Lazio,Brazil,"CM,CDM",7000000,30000,84,65,71,77,59,48,Young,Average
J. Zirkzee,73,82,21,Bologna,Netherlands,"ST,CAM",7000000,21000,69,74,63,75,20,70,Young,Average
J. Sambia,73,75,25,US Salernitana 1919,France,"RWB,RB,RM",3500000,19000,73,69,71,73,69,70,Adult,Average
B. Bereszyński,73,73,29,U.C. Sampdoria,Poland,RB,2700000,15000,84,56,64,69,67,73,Adult,Average
A. Hassan,73,73,29,Aytemiz Alanyaspor,Egypt,ST,3000000,20000,54,74,57,69,32,78,Adult,Average
Munir,73,73,33,Al Wehda,Morocco,GK,1000000,15000,73,72,68,75,47,73,Senior,Average
Jaime Seoane,73,78,25,Getafe CF,Spain,"CM,CAM,CDM",4400000,21000,71,72,72,74,66,75,Adult,Average
S. Peeters,73,73,30,KAS Eupen,Belgium,"CM,CAM,CDM",2900000,11000,54,71,77,69,63,72,Senior,Average
D. Bentley,73,75,28,Bristol City,England,GK,2600000,22000,77,66,69,73,46,72,Adult,Average
J. Bryan,73,73,28,OGC Nice,England,"LB,LWB",2800000,40000,76,63,70,68,70,74,Adult,Average
S. Michel,73,73,31,1. FC Union Berlin,Germany,"ST,LW",2600000,26000,74,74,66,74,34,73,Senior,Average
B. Verstraete,73,74,28,KV Mechelen,Belgium,"CDM,CM",2900000,17000,65,61,73,71,68,70,Adult,Average
M. Tekdemir,73,73,34,İstanbul Başakşehir FK,Turkey,"CDM,CM,CB",1000000,26000,51,59,66,69,73,69,Senior,Average
Michel Cruceiro,73,73,30,Flamengo,Brazil,"CDM,CM",2500000,26000,60,64,68,64,71,78,Senior,Average
P. Jones,73,73,30,Manchester United,England,CB,2500000,64000,37,50,60,55,74,66,Senior,Average
D. Popov,73,83,23,Dynamo Kyiv,Ukraine,CB,6500000,650,63,38,48,57,74,74,Adult,Average
S. Deli,73,73,30,Adana Demirspor,Côte d'Ivoire,CB,2500000,16000,69,46,51,63,74,80,Senior,Average
Juan Cruz,73,73,29,CA Osasuna,Spain,"CB,LB",2500000,21000,73,40,63,64,73,72,Adult,Average
Artur,73,75,26,Columbus Crew,Brazil,"CDM,CM",3400000,7000,62,51,64,70,69,79,Adult,Average
Guto Costinho,73,73,34,Palmeiras,Brazil,CB,1000000,26000,62,37,56,61,74,74,Senior,Average
H. Magnússon,73,74,29,Panathinaikos FC,Iceland,"CB,LB",2800000,750,69,50,68,61,74,74,Adult,Average
S. Kums,73,73,34,KAA Gent,Belgium,"CM,CDM,CAM",1400000,18000,47,69,75,72,70,66,Senior,Average
Nolito,73,73,35,UD Ibiza,Spain,LM,1200000,6000,58,74,76,73,45,60,Senior,Average
F. Torres,73,81,22,Orlando City Soccer Club,Uruguay,"RM,LM",7000000,7000,81,70,70,73,38,54,Young,Average
G. Charbonnier,73,73,33,AJ Auxerre,France,ST,1900000,17000,31,75,68,72,36,66,Senior,Average
T. Čvančara,73,80,21,AC Sparta Praha,Czech Republic,ST,6000000,800,74,71,56,69,25,75,Young,Average
F. Garcés,73,79,22,Club Atlético Colón,Argentina,CB,4400000,9000,60,37,54,56,74,77,Young,Average
P. Pekarík,73,73,35,Hertha BSC,Slovakia,RB,925000,16000,66,40,63,73,71,65,Senior,Average
J. García,73,73,35,Boca Juniors,Argentina,GK,350000,7000,75,68,75,79,37,72,Senior,Average
W. Saïd,73,73,27,Racing Club de Lens,France,"ST,LW,LM",3300000,27000,74,73,67,76,29,58,Adult,Average
Nicolás Formido,73,73,22,Internacional,Brazil,"CAM,LM,CM",3600000,19000,68,65,75,74,34,67,Young,Average
F. Kadioglu,73,80,22,Fenerbahçe SK,Turkey,"LB,LM,RM",6000000,36000,80,63,72,78,65,65,Young,Average
Marcão,73,73,28,Wuhan Three Towns,Brazil,ST,3100000,18000,73,73,48,63,29,82,Adult,Average
J. Okumu,73,78,25,KAA Gent,Kenya,CB,4000000,16000,78,41,56,63,73,76,Adult,Average
Sergi Gómez,73,73,30,RCD Espanyol de Barcelona,Spain,CB,2500000,14000,58,46,61,61,74,72,Senior,Average
Aleix García,73,77,25,Girona FC,Spain,"CM,CDM",4200000,20000,65,69,72,75,64,63,Adult,Average
B. Verbič,73,73,28,Panathinaikos FC,Slovenia,"LW,ST",3100000,900,81,70,66,76,44,68,Adult,Average
C. Lykogiannis,73,73,28,Bologna,Greece,"LWB,LM,LB",2800000,24000,82,68,67,67,68,73,Adult,Average
M. Autret,73,73,31,AJ Auxerre,France,"LM,CM,CAM",2500000,16000,63,70,75,73,42,59,Senior,Average
Y. Belhanda,73,73,32,Adana Demirspor,Morocco,"CM,CAM",2400000,18000,72,71,76,76,59,67,Senior,Average
P. Pentz,73,78,25,Stade de Reims,Austria,GK,3600000,13000,71,69,74,75,53,73,Adult,Average
Adrián Marín,73,76,25,Gil Vicente FC,Spain,"LB,LWB",3700000,9000,72,48,67,69,70,70,Adult,Average
L. Menossi,73,73,29,Club Atlético Tigre,Argentina,CM,3000000,11000,75,62,71,74,66,70,Adult,Average
L. Villalba,73,73,27,Argentinos Juniors,Argentina,"CB,LB,LWB",2800000,11000,80,58,67,71,73,75,Adult,Average
L. Orellano,73,81,22,Vélez Sarsfield,Argentina,RW,7000000,12000,90,70,63,78,33,59,Young,Average
S. Amallah,73,76,25,Standard de Liège,Morocco,"CAM,CM,LW",4000000,13000,68,75,72,74,63,75,Adult,Average
M. Grimes,73,74,26,Swansea City,England,"CM,CDM",3600000,23000,62,59,75,71,65,67,Adult,Average
V. Eysseric,73,73,30,Kasimpaşa SK,France,"CM,LW,CAM",2900000,13000,65,70,76,75,50,65,Senior,Average
G. Gómez,73,76,26,Racing Club,Argentina,GK,3100000,12000,73,68,73,75,35,73,Adult,Average
C. Starfelt,73,76,27,Celtic,Sweden,CB,3500000,36000,73,31,53,68,73,76,Adult,Average
Vitinha,73,84,22,SC Braga,Portugal,ST,7000000,12000,75,72,61,71,28,80,Young,Average
S. Polter,73,73,31,FC Schalke 04,Germany,ST,2600000,22000,70,72,53,61,35,85,Senior,Average
B. Samudio,73,74,26,Club Cerro Porteño,Paraguay,"LM,RM,ST",3600000,850,81,70,63,74,39,72,Adult,Average
Y. Verschaeren,73,82,20,RSC Anderlecht,Belgium,"RM,CAM,CM",6500000,14000,71,67,72,79,44,47,Young,Average
J. Torunarigha,73,78,24,KAA Gent,Germany,"CB,LB",4200000,14000,85,34,63,65,74,74,Adult,Average
Córdoba,73,75,25,Fortuna Sittard,Spain,"CAM,RM",3800000,13000,81,71,70,76,63,68,Adult,Average
K. Grant,73,76,24,West Bromwich Albion,England,"LW,ST,LM",4200000,27000,86,73,62,72,33,65,Adult,Average
J. Álvarez,73,73,26,Club Atlético Colón,Argentina,"RM,RW",3300000,13000,79,67,68,74,40,67,Adult,Average
J. Barroso,73,73,37,CD Everton de Viña del Mar,Argentina,CB,550000,3000,64,56,57,61,75,76,Senior,Average
L. Bénes,73,77,24,Hamburger SV,Slovakia,"CM,CAM",4300000,11000,60,70,78,74,47,61,Adult,Average
V. Janssen,73,73,28,Royal Antwerp FC,Netherlands,ST,3100000,20000,75,71,60,68,39,82,Adult,Average
G. Clichy,73,73,36,Servette FC,France,LB,675000,10000,72,43,68,73,71,64,Senior,Average
C. O'Hare,73,80,24,Coventry City,England,"CAM,RW",6000000,17000,81,58,69,77,63,66,Adult,Average
I. Ganago,73,75,23,FC Nantes,Cameroon,ST,4000000,20000,81,73,59,73,34,67,Adult,Average
P. Ciss,73,73,28,Rayo Vallecano,Senegal,"CDM,CM",2700000,16000,63,56,61,62,71,82,Adult,Average
P. Goltz,73,73,37,Club Atlético Colón,Argentina,CB,550000,8000,54,55,65,58,72,78,Senior,Average
D. Türüç,73,73,29,İstanbul Başakşehir FK,Turkey,"RM,LM,CAM",3000000,29000,74,71,73,74,57,70,Adult,Average
Samuel Portugal,73,76,28,FC Porto,Brazil,GK,2800000,9000,74,67,77,78,43,71,Adult,Average
H. Choudhury,73,76,24,Watford,England,"CDM,CM",3800000,42000,63,45,62,66,74,73,Adult,Average
Chiquinho,73,73,26,SL Benfica,Portugal,"CAM,RM",3300000,11000,71,70,75,75,54,49,Adult,Average
F. Orellana,73,73,36,Universidad Católica,Chile,"RW,LW,CAM",1000000,8000,72,68,68,79,39,44,Senior,Average
Óscar Plano,73,73,31,Real Valladolid CF,Spain,"RM,LM,CF",2500000,18000,85,69,70,72,56,73,Senior,Average
Rubén Sobrino,73,73,30,Cádiz CF,Spain,"ST,RM,LM",3000000,25000,77,73,63,74,37,64,Senior,Average
S. Uçan,73,73,28,Beşiktaş JK,Turkey,"CM,CDM,CAM",3000000,38000,60,69,75,75,66,64,Adult,Average
A. Frías,73,79,24,Defensa y Justicia,Argentina,CB,4400000,10000,69,37,59,66,73,76,Adult,Average
H. Soudani,73,73,34,Damac FC,Algeria,"RW,LW,ST",1400000,19000,74,72,70,74,43,75,Senior,Average
T. Mangani,73,73,35,AC Ajaccio,France,"CDM,CM",850000,10000,40,69,76,69,68,73,Senior,Average
E. Insua,73,73,33,Racing Club,Argentina,"CB,LWB",1500000,14000,65,59,66,68,72,78,Senior,Average
T. Kaminski,73,74,29,Blackburn Rovers,Belgium,GK,2300000,27000,72,75,69,74,46,67,Adult,Average
S. Kittel,73,73,29,Hamburger SV,Germany,"CAM,LW,CM",3000000,13000,76,70,74,75,32,54,Adult,Average
A. Nordin,73,78,24,Montpellier Hérault SC,France,"RM,ST,LM",4600000,17000,83,69,68,75,37,57,Adult,Average
S. Tronstad,73,74,26,Vitesse,Norway,"CM,CDM",3600000,14000,69,64,70,72,72,76,Adult,Average
L. Diony,73,73,29,Angers SCO,France,"ST,LM",3000000,21000,71,74,63,71,25,73,Adult,Average
M. Lovato,73,82,22,US Salernitana 1919,Italy,CB,6500000,17000,70,30,52,60,75,72,Young,Average
L. Badé,73,81,22,Nottingham Forest,France,CB,6500000,26000,57,33,54,62,73,77,Young,Average
Manu Morlanes,73,80,23,Villarreal CF,Spain,"CDM,CM",5500000,19000,68,64,74,73,69,67,Adult,Average
D. Aleksić,73,73,31,İstanbul Başakşehir FK,Serbia,"CAM,CM,LM",2500000,28000,68,75,73,75,51,74,Senior,Average
W. Faríñez,73,78,24,Racing Club de Lens,Venezuela,GK,3700000,15000,74,70,67,76,52,74,Adult,Average
I. Jones,73,78,23,Middlesbrough,England,RWB,4300000,18000,85,55,65,73,64,58,Adult,Average
Y. Benrahou,73,81,23,Nîmes Olympique,Morocco,"RM,CM,ST",7000000,6000,75,67,72,79,41,57,Adult,Average
M. Rojas,73,73,26,Racing Club,Paraguay,"RW,RM,CM",3300000,17000,73,72,74,75,55,59,Adult,Average
Aderllan Santos,73,73,33,Rio Ave FC,Brazil,CB,1500000,8000,61,52,49,52,74,78,Senior,Average
Lucas João,73,73,28,Reading,Angola,ST,3100000,19000,69,73,61,72,27,65,Adult,Average
Corpas,73,73,30,SD Eibar,Spain,RM,2900000,9000,90,67,69,73,36,60,Senior,Average
C. Burgess,73,73,30,Royale Union Saint-Gilloise,England,CB,2500000,13000,44,34,52,50,75,79,Senior,Average
A. Vranckx,73,82,19,AC Milan,Belgium,"CM,CDM",6500000,18000,63,65,70,77,63,75,Young,Average
D. Zeefuik,73,78,24,Hertha BSC,Netherlands,RB,4300000,19000,82,41,60,69,69,80,Adult,Average
L. Höler,73,73,27,Sport-Club Freiburg,Germany,"ST,CF",3300000,24000,71,73,51,62,51,79,Adult,Average
R. Yates,73,79,24,Nottingham Forest,England,"CDM,CM",4400000,35000,65,59,60,64,71,84,Adult,Average
P. Pervan,73,73,34,VfL Wolfsburg,Austria,GK,525000,24000,72,73,69,75,30,70,Senior,Average
D. Heuer Fernandes,73,73,29,Hamburger SV,Portugal,GK,2100000,10000,74,69,75,75,43,70,Adult,Average
R. Echeverría,73,74,27,CD Everton de Viña del Mar,Chile,"CB,CDM",3100000,4000,75,61,67,70,71,83,Adult,Average
M. Siopis,73,73,28,Trabzonspor,Greece,"CDM,CM",2700000,26000,74,45,63,70,73,75,Adult,Average
R. Matondo,73,82,21,Rangers FC,Wales,"LW,RW,ST",7000000,33000,92,70,65,74,38,53,Young,Average
M. Valoti,73,73,28,AC Monza,Italy,"CM,CF",3000000,37000,62,70,75,75,54,52,Adult,Average
T. Heaton,73,73,36,Manchester United,England,GK,350000,34000,71,73,71,73,49,75,Senior,Average
D. Bradarić,73,79,22,US Salernitana 1919,Croatia,"LWB,LM,LB",4600000,17000,78,55,67,73,69,66,Young,Average
J. García,73,73,29,Newell's Old Boys,Argentina,ST,3000000,15000,78,72,50,67,37,77,Adult,Average
T. Sippel,73,73,34,Borussia Mönchengladbach,Germany,GK,525000,16000,74,69,76,77,47,69,Senior,Average
David Costa,73,81,21,Racing Club de Lens,Portugal,"LW,CAM,CM",7000000,20000,72,65,66,80,33,43,Young,Average
V. Milinković-Savić,73,77,25,Torino F.C.,Serbia,GK,3300000,22000,73,71,78,73,43,74,Adult,Average
J. Toljan,73,73,27,U.S. Sassuolo Calcio,Germany,RB,2900000,23000,86,42,63,69,66,67,Adult,Average
L. Lapoussin,73,74,26,Royale Union Saint-Gilloise,Madagascar,"LM,CM,LWB",3600000,14000,76,63,67,74,67,72,Adult,Average
I. Kebbal,73,79,23,Paris FC,Algeria,"RW,ST,RM",4800000,18000,77,66,71,79,24,53,Adult,Average
E. Green,73,81,21,AS Saint-Étienne,England,GK,6000000,4000,72,71,74,75,26,72,Young,Average
A. Gholizadeh,73,74,26,Royal Charleroi S.C.,Iran,"RM,CAM,LM",3600000,13000,76,68,68,76,48,69,Adult,Average
A. Andrade,73,73,33,Atlético Nacional,Colombia,"LM,CM,CAM",1900000,5000,77,73,69,75,41,63,Senior,Average
C. Cásseres Jr,73,81,22,New York Red Bulls,Venezuela,"CDM,CM,RM",6500000,6000,77,58,67,73,72,75,Young,Average
A. Conti,73,73,28,U.C. Sampdoria,Italy,RB,2800000,15000,74,58,67,72,70,62,Adult,Average
M. Blažič,73,74,29,Angers SCO,Slovenia,CB,2800000,18000,61,34,54,47,75,71,Adult,Average
Rodri,73,84,22,Real Betis Balompié,Spain,"RM,LM,CM",7000000,16000,71,71,69,76,38,48,Young,Average
J. Stacey,73,75,26,AFC Bournemouth,England,"RB,RWB",3500000,33000,73,55,66,70,69,71,Adult,Average
Lúcio Anselmão,73,73,30,São Paulo,Brazil,"CM,LB",2900000,28000,75,65,69,70,66,76,Senior,Average
A. Mehmedi,73,73,31,Antalyaspor,Switzerland,"CAM,CF,LW",2500000,21000,66,74,70,77,43,66,Senior,Average
H. Palacios,73,73,29,Elche CF,Colombia,"RB,RWB",2700000,16000,79,35,61,61,69,80,Adult,Average
A. Arregui,73,73,29,Independiente Medellín,Argentina,"CM,CDM",3000000,3000,72,67,72,71,71,79,Adult,Average
G. Lapadula,73,73,32,Cagliari,Peru,ST,2500000,5000,76,72,59,74,24,67,Senior,Average
M. Schuhen,73,73,29,SV Darmstadt 98,Germany,GK,2100000,13000,74,69,73,76,53,69,Adult,Average
R. Quaison,73,73,28,Ettifaq FC,Sweden,"CF,LM",3100000,27000,71,72,67,75,44,70,Adult,Average
P. Dummett,73,73,30,Newcastle United,Wales,"LB,CB",2600000,52000,62,40,63,67,75,69,Senior,Average
T. Guidara,73,76,26,Vélez Sarsfield,Argentina,"RB,RWB",3700000,12000,81,41,63,67,67,77,Adult,Average
F. Depaoli,73,76,25,Hellas Verona,Italy,"RB,RM",3700000,14000,73,53,70,72,69,57,Adult,Average
Sergio León,73,73,33,Real Valladolid CF,Spain,ST,1900000,20000,76,74,67,74,38,70,Senior,Average
Gustavo Henrique,73,74,29,Fenerbahçe SK,Brazil,CB,2800000,43000,54,34,49,57,73,79,Adult,Average
D. Sinkgraven,73,74,26,Bayer 04 Leverkusen,Netherlands,"LB,CM",3300000,32000,74,60,72,76,69,63,Adult,Average
S. Johnson,73,73,33,New York City FC,United States,GK,1000000,6000,73,67,70,76,42,70,Senior,Average
I. Šehić,73,73,33,İttifak Holding Konyaspor,Bosnia and Herzegovina,GK,1000000,11000,69,72,67,73,32,76,Senior,Average
Ivo Rodrigues,73,73,27,Futebol Clube de Famalicão,Portugal,"RM,LM,RWB",3200000,9000,75,70,69,75,43,64,Adult,Average
T. Kadewere,73,74,26,RCD Mallorca,Zimbabwe,"RW,ST",3600000,46000,75,74,67,74,38,67,Adult,Average
H. Onyekuru,73,76,25,Adana Demirspor,Nigeria,"LW,LM,RW",4000000,19000,91,70,64,75,34,54,Adult,Average
Thio Rolim,73,73,26,Cuiabá,Brazil,"LW,LM",3300000,16000,79,69,69,73,39,52,Adult,Average
Iván Sánchez,73,73,29,Real Valladolid CF,Spain,"RM,CM,CAM",3000000,19000,75,69,71,78,39,45,Adult,Average
A. Maxsø,73,73,28,Brøndby IF,Denmark,CB,2600000,13000,50,45,55,54,72,81,Adult,Average
Jason,73,73,27,Deportivo Alavés,Spain,RM,3200000,11000,70,71,71,72,49,63,Adult,Average
C. Hérelle,73,73,29,Stade Brestois 29,France,CB,2500000,18000,56,48,61,61,73,74,Adult,Average
B. McKay,73,73,27,Heart of Midlothian,Scotland,"LW,RW",3200000,8000,85,62,71,74,38,41,Adult,Average
D. Lenihan,73,75,28,Middlesbrough,Republic of Ireland,CB,3100000,22000,66,46,58,59,73,77,Adult,Average
Hugo Goiteira,73,73,30,Ceará Sporting Club,Brazil,CB,2500000,11000,41,48,55,51,74,80,Senior,Average
E. Rexhbeçaj,73,77,24,FC Augsburg,Kosovo,"CM,CDM,CAM",4300000,19000,66,64,70,74,65,69,Adult,Average
A. Callens,73,73,30,New York City FC,Peru,CB,2500000,7000,70,49,49,57,72,78,Senior,Average
Caio Chissano,73,73,34,São Paulo,Brazil,"LB,LM",1100000,26000,75,39,65,70,71,62,Senior,Average
Francés,73,82,19,Real Zaragoza,Spain,CB,6000000,5000,74,35,64,62,74,74,Young,Average
J. Cuevas,73,73,34,CD Everton de Viña del Mar,Argentina,"RW,LW",1400000,5000,80,65,72,76,48,68,Senior,Average
G. Athanasiadis,73,74,29,AEK Athens,Greece,GK,2300000,850,72,72,68,75,30,72,Adult,Average
F. Daniliuc,73,79,21,US Salernitana 1919,Austria,"CB,RB",4400000,14000,55,42,61,60,74,75,Young,Average
P. Arriola,73,73,27,FC Dallas,United States,"RM,RW",3200000,8000,81,66,68,72,60,76,Adult,Average
S. Mounié,73,74,27,Stade Brestois 29,Benin,ST,3600000,21000,59,72,62,68,45,79,Adult,Average
G. Escobar,73,76,25,UD Ibiza,Argentina,"LB,LWB",3700000,7000,82,49,65,69,68,77,Adult,Average
U. Dávila,73,73,31,Macarthur FC,Mexico,"RW,CAM,ST",2500000,5000,74,73,70,76,50,62,Senior,Average
Pedro Obiang,73,73,30,U.S. Sassuolo Calcio,Equatorial Guinea,"CDM,CM",2500000,23000,56,59,70,70,74,71,Senior,Average
S. Lung,73,73,33,Al Raed,Romania,GK,1000000,12000,72,70,69,74,37,74,Senior,Average
D. Heintz,73,74,28,VfL Bochum 1848,Germany,CB,2900000,23000,54,37,59,58,73,78,Adult,Average
S. Luperto,73,76,25,Empoli,Italy,CB,3600000,31000,58,55,60,59,75,68,Adult,Average
A. Forshaw,73,73,30,Leeds United,England,"CDM,CM",2500000,28000,61,61,73,74,66,70,Senior,Average
Rúben Vezo,73,75,28,Levante Unión Deportiva,Portugal,"CB,RB",3100000,10000,72,54,64,64,72,74,Adult,Average
X. Simons,73,86,19,PSV,Netherlands,"CAM,CM,RW",7000000,8000,77,63,71,77,55,63,Young,Average
M. Zeghba,73,73,31,Damac FC,Algeria,GK,1600000,13000,70,71,63,76,48,73,Senior,Average
Y. Sor,73,81,21,SK Slavia Praha,Nigeria,"RM,ST",7000000,800,89,65,61,75,28,54,Young,Average
C. Mathenia,73,73,30,1. FC Nürnberg,Germany,GK,2000000,9000,75,68,54,77,45,75,Senior,Average
Miguel Silva,73,77,27,Clube Sport Marítimo,Portugal,GK,3200000,7000,77,68,59,76,53,72,Adult,Average
