Name,Overall,Potential,Age,Club,Nationality,Positions,ValueEUR,WageEUR,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,AgeCategory,RatingCategory
M. Martínez,71,71,29,Racing Club,Argentina,"CDM,CB",1600000,12000,62,58,63,63,69,78,Adult,Average
C. Sapong,71,71,33,Nashville SC,United States,"ST,LM",1200000,6000,70,69,60,67,40,82,Senior,Average
D. Benlamri,71,71,32,Al Khaleej,Algeria,CB,1200000,9000,53,35,51,49,70,83,Senior,Average
S. Strandberg,71,71,31,Vålerenga Fotball,Norway,CB,1300000,4000,54,42,54,57,71,76,Senior,Average
I. Doumbia,71,75,24,Aytemiz Alanyaspor,Côte d'Ivoire,"CDM,CM",2400000,7000,65,56,67,70,66,81,Adult,Average
Gonzalo Verdú,71,71,33,Elche CF,Spain,CB,900000,12000,51,53,58,56,71,76,Senior,Average
M. Pisano,71,71,30,Club Atlético Aldosivi,Argentina,"RW,CAM,RM",1800000,9000,79,67,69,74,42,46,Senior,Average
C. Townsend,71,71,29,West Bromwich Albion,England,"LWB,LB,CB",1600000,21000,69,46,64,67,68,69,Adult,Average
R. Carstensen,71,81,21,KRC Genk,Denmark,RB,4000000,7000,85,48,64,69,63,71,Young,Average
C. Ortiz,71,71,29,Defensa y Justicia,Argentina,"CAM,CM",1800000,11000,76,68,66,71,41,52,Adult,Average
Sergio Camello,71,82,21,Rayo Vallecano,Spain,"ST,CAM",4200000,23000,69,73,58,72,27,48,Young,Average
M. Jevtović,71,71,28,Gazişehir Gaziantep F.K.,Serbia,"CDM,CB,CM",1600000,11000,48,62,64,60,72,79,Adult,Average
K. Galanopoulos,71,76,24,AEK Athens,Greece,"CM,CDM",2800000,750,76,71,68,71,69,71,Adult,Average
C. Jean,71,72,26,Inter Miami CF,France,"ST,RW",2200000,6000,70,71,69,74,31,55,Adult,Average
A. Abdi,71,71,28,Stade Malherbe Caen,Tunisia,LWB,1700000,6000,86,60,66,70,61,74,Adult,Average
B. Assombalonga,71,71,29,Adana Demirspor,Congo DR,"ST,LW",1900000,16000,81,69,59,68,35,75,Adult,Average
N. Benezet,71,71,31,Nîmes Olympique,France,"LM,CAM",1600000,5000,76,68,68,72,34,53,Senior,Average
R. Hollingshead,71,71,31,Los Angeles FC,United States,"LB,RB,CB",1400000,5000,53,63,66,69,70,79,Senior,Average
B. Atik,71,71,27,1. FC Magdeburg,Turkey,"LW,ST,CAM",2000000,10000,75,68,68,76,39,53,Adult,Average
C. Fuchs,71,71,36,Charlotte FC,Austria,"CB,LB",325000,4000,48,66,74,67,72,67,Senior,Average
C. Stengs,71,78,23,Royal Antwerp FC,Netherlands,"RW,RM,CAM",3800000,23000,74,65,70,73,33,56,Adult,Average
E. Aguilar,71,71,30,Incheon United FC,Costa Rica,"RW,CM,ST",1800000,5000,64,65,77,73,46,70,Senior,Average
J. Ekkelenkamp,71,78,22,Royal Antwerp FC,Netherlands,"CAM,CM",3800000,12000,58,67,67,73,60,72,Young,Average
G. Makouta,71,76,24,Boavista FC,Congo,"CM,CAM",2800000,9000,65,68,66,73,64,80,Adult,Average
F. Frei,71,71,33,FC Basel 1893,Switzerland,"CB,CDM",900000,12000,55,69,70,69,72,73,Senior,Average
A. Mosquera,71,71,30,Independiente Medellín,Colombia,GK,1200000,2000,72,67,65,75,44,68,Senior,Average
K. Bartley,71,71,31,West Bromwich Albion,England,CB,1300000,20000,53,29,49,49,71,81,Senior,Average
Dinei Peixo,71,71,26,Sport Club Corinthians Paulista,Brazil,"RW,RM",2000000,19000,73,66,69,73,58,75,Adult,Average
S. Twine,71,78,22,Burnley,England,LW,3800000,25000,83,69,69,72,58,47,Young,Average
M. Núñez,71,80,22,Norwich City,Chile,"CM,CAM",4200000,23000,65,62,73,74,56,64,Young,Average
M. Santos,71,71,29,Club Atlético Talleres,Uruguay,ST,1900000,12000,76,70,61,71,40,75,Adult,Average
A. Carroll,71,71,33,Reading,England,ST,1200000,15000,33,74,62,62,48,79,Senior,Average
S. Horvath,71,74,25,LASK Linz,Austria,"CAM,RM,LM",2500000,16000,86,69,67,75,44,57,Adult,Average
K. Agudelo,71,77,23,Spezia,Colombia,"RW,CAM",3000000,11000,74,61,67,76,50,66,Adult,Average
Y. Mallı,71,71,30,Kasimpaşa SK,Turkey,"CAM,LW,CM",1800000,10000,68,66,72,74,33,52,Senior,Average
B. Whiteman,71,74,26,Preston North End,England,"CM,CDM",2400000,22000,68,64,69,70,65,72,Adult,Average
A. Ivan,71,74,25,Universitatea Craiova,Romania,"LM,ST",2500000,10000,84,70,65,68,34,69,Adult,Average
M. Ricci,71,71,28,Fatih Karagümrük S.K.,Italy,"CM,CDM",1900000,3000,72,66,70,70,62,68,Adult,Average
L. Reis,71,78,22,Hamburger SV,Netherlands,"CM,CDM",3800000,9000,75,59,67,73,67,69,Young,Average
Ó. Cardozo,71,71,39,Club Libertad,Paraguay,ST,650000,500,41,76,63,62,27,67,Senior,Average
Gerso,71,71,31,Jeju United FC,Guinea Bissau,"LW,RW",1600000,7000,91,65,61,74,41,51,Senior,Average
E. Kayembe,71,79,24,Watford,Congo DR,"CDM,CM",3900000,21000,72,61,66,68,66,77,Adult,Average
B. Fornaroli,71,71,34,Perth Glory,Australia,ST,900000,5000,70,73,63,74,38,71,Senior,Average
R. Snodgrass,71,71,34,Heart of Midlothian,Scotland,"CM,RM",875000,6000,53,73,75,73,47,68,Senior,Average
Núrio Fortuna,71,71,27,KAA Gent,Angola,"LM,LB,CB",2000000,14000,82,63,65,72,69,70,Adult,Average
E. Meza,71,76,23,Club Atlético Colón,Argentina,"RB,RWB",2600000,7000,81,62,65,72,64,68,Adult,Average
Jon Morcillo,71,77,23,Athletic Club de Bilbao,Spain,"LM,LW",3000000,14000,74,73,70,73,37,60,Adult,Average
E. Crivelli,71,72,27,Servette FC,France,"ST,LW",2200000,13000,62,69,62,66,36,85,Adult,Average
L. Holík,71,74,24,FC Viktoria Plzeň,Czech Republic,"RB,LB",2400000,550,74,49,65,70,67,67,Adult,Average
Rômulo Calsede,71,71,22,São Paulo,Brazil,ST,2200000,21000,72,72,60,67,32,69,Young,Average
Fran Gámez,71,71,30,Real Zaragoza,Spain,RB,1600000,7000,83,52,61,65,66,73,Senior,Average
S. Thioub,71,71,27,Angers SCO,Senegal,"RM,LM",2000000,15000,78,70,67,70,50,72,Adult,Average
D. Bronn,71,73,27,US Salernitana 1919,Tunisia,"CB,RB",2000000,15000,63,61,67,60,72,73,Adult,Average
S. Vasiliadis,71,75,24,DSC Arminia Bielefeld,Greece,"CM,CDM",2700000,11000,68,61,67,73,65,73,Adult,Average
A. Al Amri,71,76,25,Al Nassr,Saudi Arabia,CB,2500000,20000,70,28,47,46,68,82,Adult,Average
F. Benković,71,75,24,Eintracht Braunschweig,Croatia,CB,2400000,9000,58,44,54,55,71,79,Adult,Average
Diego Farias,71,71,32,Benevento,Brazil,"LW,CF,ST",1500000,4000,83,67,66,75,38,49,Senior,Average
Caio Canedo,71,71,31,Al Ain FC,United Arab Emirates,"LM,ST,RM",1600000,850,80,71,64,75,31,68,Senior,Average
C. Mepham,71,74,24,AFC Bournemouth,Wales,CB,2300000,22000,58,37,55,60,72,72,Adult,Average
K. McLean,71,71,30,Norwich City,Scotland,"CM,CDM",1800000,26000,67,69,68,71,66,73,Senior,Average
Alex Muñoz,71,71,27,Levante Unión Deportiva,Spain,"LB,CB",1800000,8000,81,68,62,64,66,80,Adult,Average
J. Bauman,71,71,31,Independiente del Valle,Argentina,ST,1600000,850,71,72,54,66,31,62,Senior,Average
A. Bamba,71,71,32,Angers SCO,Côte d'Ivoire,"RB,RWB,LB",1300000,14000,73,40,63,64,68,68,Senior,Average
S. Alexandropoulos,71,81,20,Sporting CP,Greece,"CDM,CM",3900000,6000,76,60,63,69,68,72,Young,Average
S. Sturaro,71,71,29,Genoa,Italy,"CM,CDM",1800000,4000,65,66,69,70,72,74,Adult,Average
G. Baldock,71,71,29,Sheffield United,Greece,"RWB,RB",1600000,18000,76,47,63,69,66,72,Adult,Average
K. Lewis-Potter,71,80,21,Brentford,England,"LW,LM,ST",4200000,23000,81,67,64,72,36,58,Young,Average
F. Agu,71,80,22,SV Werder Bremen,Germany,"RWB,LWB",4000000,12000,84,47,61,75,62,59,Young,Average
R. Majecki,71,78,22,KSV Cercle Brugge,Poland,GK,3200000,17000,70,69,66,72,28,71,Young,Average
Timor,71,71,32,SD Huesca,Spain,"CDM,CM,CB",1200000,7000,35,66,71,66,67,76,Senior,Average
V. Supriaha,71,78,22,Dynamo Kyiv,Ukraine,ST,3800000,650,85,70,51,71,19,51,Young,Average
Ricardo Mangas,71,78,24,Boavista FC,Portugal,"LWB,LB,CB",3600000,8000,71,46,61,69,66,74,Adult,Average
A. Donnarumma,71,71,31,Ternana,Italy,ST,1600000,4000,79,72,59,70,36,60,Senior,Average
S. Alzate,71,78,23,Standard de Liège,Colombia,"CM,CDM",3700000,31000,68,60,69,75,62,68,Adult,Average
C. Deac,71,71,36,CFR Cluj,Romania,"CAM,RW",600000,8000,68,68,73,71,57,72,Senior,Average
G. Tzavellas,71,71,34,AEK Athens,Greece,CB,600000,800,66,52,59,59,71,76,Senior,Average
I. Schor,71,81,21,Platense,Argentina,"RM,RW,LM",4200000,7000,73,62,68,70,51,63,Young,Average
J. Lucumí,71,71,27,Club Deportes Tolima,Colombia,"LM,LW,RW",2000000,3000,77,67,66,74,24,62,Adult,Average
Thiago Alminxa,71,71,30,RB Bragantino,Brazil,"ST,RW",1800000,12000,82,67,62,72,25,64,Senior,Average
G. Alanís,71,71,28,Defensa y Justicia,Argentina,"LM,LWB",1900000,8000,77,63,66,69,57,71,Adult,Average
L. Mazzitelli,71,74,26,Frosinone,Italy,"CM,CDM",2400000,28000,53,60,72,70,63,69,Adult,Average
D. Bain,71,72,28,AJ Auxerre,France,CB,1800000,12000,55,26,48,52,71,75,Adult,Average
L. James,71,71,29,Demir Grup Sivasspor,Nigeria,ST,1900000,13000,69,70,54,71,30,74,Adult,Average
O. Syrota,71,79,22,Dynamo Kyiv,Ukraine,CB,3900000,500,69,27,42,49,73,74,Young,Average
C. Alcaraz,71,84,19,Racing Club,Argentina,"CAM,CM,LM",4400000,7000,84,67,66,77,46,66,Young,Average
D. Selke,71,72,27,Hertha BSC,Germany,ST,2200000,20000,72,71,53,67,37,75,Adult,Average
D. Sinik,71,76,23,Hull City,Turkey,"LW,LM,CAM",2800000,12000,80,64,65,75,42,52,Adult,Average
T. Mauricio,71,71,28,FC Sochaux-Montbéliard,France,RM,1900000,6000,80,67,65,74,31,59,Adult,Average
B. Jatta,71,73,24,Hamburger SV,Gambia,"RW,RM,LW",2400000,10000,87,69,64,69,39,75,Adult,Average
K. Naismith,71,71,30,Bristol City,Scotland,"CB,LB",1500000,20000,67,65,65,67,70,77,Senior,Average
S. Kitsiou,71,71,28,Gazişehir Gaziantep F.K.,Greece,"RWB,RB",1700000,11000,77,61,65,71,68,67,Adult,Average
M. Weigandt,71,79,22,Boca Juniors,Argentina,RB,4000000,9000,77,39,53,69,67,75,Young,Average
Arsénio,71,71,32,FC Arouca,Portugal,"LW,RM,LM",1500000,6000,73,67,68,72,40,65,Senior,Average
D. González,71,71,34,Boca Juniors,Argentina,CM,875000,11000,56,66,69,69,68,71,Senior,Average
P. Magnín,71,71,32,Club Atlético Tigre,Argentina,"ST,CAM",1500000,9000,65,75,55,69,24,64,Senior,Average
L. Beltrán,71,79,21,River Plate,Argentina,"ST,RW",4200000,9000,72,68,64,73,40,68,Young,Average
B. Sheaf,71,77,24,Coventry City,England,"CDM,CM",2700000,12000,50,46,69,65,69,73,Adult,Average
J. Morris,71,71,27,Seattle Sounders FC,United States,"LM,ST,RM",2000000,6000,83,67,66,70,38,80,Adult,Average
Z. Aboukhlal,71,80,22,Toulouse Football Club,Morocco,"RW,LW",4200000,12000,86,67,63,73,41,71,Young,Average
C. Awaziem,71,78,25,Hajduk Split,Nigeria,CB,3400000,650,72,39,45,61,71,77,Adult,Average
U. Đurđević,71,71,28,Real Sporting de Gijón,Montenegro,ST,1900000,8000,79,73,54,68,31,83,Adult,Average
Alexandre Frandeira,71,71,22,Atlético Clube Goianiense,Brazil,"CB,CDM",1900000,7000,49,44,53,51,70,81,Young,Average
S. Di Carmine,71,71,33,Perugia,Italy,ST,1200000,4000,63,72,53,72,36,75,Senior,Average
P. Galdames,71,75,25,Genoa,Chile,"CM,CDM",2600000,4000,80,60,71,73,61,69,Adult,Average
D. Bisoli,71,71,28,Brescia,Italy,"CM,CDM",1900000,4000,71,70,68,70,68,69,Adult,Average
J. Siebenhandl,71,71,32,SK Sturm Graz,Austria,GK,925000,10000,71,68,75,73,46,69,Senior,Average
Nathan,71,74,27,San Jose Earthquakes,Brazil,CB,2100000,5000,73,44,52,58,69,76,Adult,Average
Eduardo Fonseira,71,71,22,Sport Club Corinthians Paulista,Brazil,GK,1600000,11000,71,70,74,69,34,72,Young,Average
R. Rojas,71,71,34,Club Sol de América,Paraguay,"CM,RM",875000,600,70,67,71,71,66,78,Senior,Average
L. Holtby,71,71,31,Holstein Kiel,Germany,"CM,CDM",1500000,13000,64,66,73,74,59,65,Senior,Average
J. Espínola,71,73,27,Godoy Cruz,Paraguay,GK,1700000,6000,71,67,74,72,40,74,Adult,Average
K. Bielik,71,75,24,Birmingham City,Poland,CDM,2400000,5000,59,45,63,67,70,73,Adult,Average
L. Blondel,71,74,25,Club Atlético Tigre,Argentina,RB,2300000,7000,78,61,60,70,67,69,Adult,Average
R. Schallenberg,71,76,23,SC Paderborn 07,Germany,"CDM,CM",2600000,11000,60,50,63,65,68,71,Adult,Average
Lee Myung Joo,71,71,32,Incheon United FC,Korea Republic,CM,1500000,4000,70,61,69,70,61,71,Senior,Average
O. Gonzalez,71,76,24,AC Ajaccio,Cameroon,CB,2600000,10000,59,37,40,57,70,76,Adult,Average
V. Mihăilă,71,77,22,Parma,Romania,"LM,LW",3000000,3000,86,64,64,72,33,58,Young,Average
J. Dina Ebimbe,71,78,21,Eintracht Frankfurt,France,"RM,CM",3800000,29000,79,60,67,73,67,75,Young,Average
T. Didillon,71,75,26,AS Monaco,France,GK,2000000,8000,73,67,72,72,56,71,Adult,Average
O. McBurnie,70,73,26,Sheffield United,Scotland,ST,2100000,17000,54,69,57,67,33,76,Adult,Average
Martin Cordeia,70,70,26,Internacional,Brazil,"CAM,CM",1700000,15000,48,70,74,70,36,63,Adult,Average
I. Khune,70,70,35,Kaizer Chiefs,South Africa,GK,180000,500,70,68,90,75,35,64,Senior,Average
G. Saville,70,70,29,Millwall,Northern Ireland,CM,1600000,9000,63,66,69,69,68,74,Adult,Average
S. Adekugbe,70,71,27,Atakaş Hatayspor,Canada,LB,1700000,8000,86,50,61,69,62,77,Adult,Average
Bruno Wilson,70,75,25,FC Vizela,Portugal,CB,2100000,3000,50,30,45,49,70,75,Adult,Average
S. Khaoui,70,71,27,Clermont Foot 63,Tunisia,"CAM,RM,CM",1800000,11000,61,68,71,72,46,59,Adult,Average
C. Albanis,70,70,27,FC Andorra,Greece,"LM,RM,ST",1700000,750,77,69,61,73,38,62,Adult,Average
S. Moreno,70,79,22,Portland Timbers,Colombia,"RM,LM",3600000,5000,83,64,60,76,51,57,Young,Average
S. Hierländer,70,70,31,SK Sturm Graz,Austria,"RM,CM",1300000,12000,67,65,68,70,65,72,Senior,Average
F. Sørensen,70,70,30,Ternana,Denmark,"CB,RB",1300000,3000,51,33,61,59,69,78,Senior,Average
J. Velázquez,70,70,31,Rosario Central,Argentina,CB,1100000,9000,56,40,46,51,72,74,Senior,Average
J. Araujo,70,80,20,LA Galaxy,Mexico,"RB,RWB,RM",3300000,3000,80,33,61,68,65,70,Young,Average
Leonardo Lopes,70,77,23,KSV Cercle Brugge,Portugal,"CM,CDM",3200000,8000,78,61,67,73,65,70,Adult,Average
G. Costa,70,70,32,Colo-Colo,Peru,"RW,LW,RM",1300000,5000,76,62,68,70,22,65,Senior,Average
Daniel Penha,70,77,23,Daegu FC,Brazil,"CAM,CM,LW",3200000,5000,70,66,71,72,33,58,Adult,Average
W. Vaulks,70,70,28,Sheffield Wednesday,Wales,"CDM,CM",1400000,8000,54,64,64,64,68,78,Adult,Average
Kim Dong Joon,70,70,27,Jeju United FC,Korea Republic,GK,1200000,4000,71,68,65,73,43,68,Adult,Average
G. Bazunu,70,85,20,Southampton,Republic of Ireland,GK,3400000,13000,70,68,72,72,47,67,Young,Average
Álvaro Valles,70,75,24,Unión Deportiva Las Palmas,Spain,GK,1900000,4000,72,68,69,72,29,69,Adult,Average
L. Boyce,70,70,31,Heart of Midlothian,Northern Ireland,ST,1300000,5000,68,71,60,69,33,76,Senior,Average
H. Boumous,70,71,26,ATK Mohun Bagan FC,Morocco,CAM,1900000,2000,79,64,67,74,40,69,Adult,Average
J. Okore,70,70,29,Changchun Yatai FC,Denmark,CB,1300000,6000,68,42,52,57,66,84,Adult,Average
V. Demarconnay,70,70,39,Paris FC,France,GK,180000,3000,70,69,70,69,42,70,Senior,Average
B. Onyango,70,72,27,Mamelodi Sundowns FC,Kenya,CB,1700000,700,70,38,53,60,68,81,Adult,Average
Saberto Botelho,70,70,22,Club Athletico Paranaense,Brazil,CDM,1700000,7000,65,51,54,58,72,78,Young,Average
Kirian,70,73,26,Unión Deportiva Las Palmas,Spain,"CM,CDM,CAM",2100000,6000,63,61,69,72,54,70,Adult,Average
J. Ngakia,70,81,21,Watford,England,"RB,RWB",3400000,15000,73,28,53,66,68,63,Young,Average
C. Dell'Orco,70,70,28,Perugia,Italy,"CB,LB",1400000,3000,61,47,59,67,71,65,Adult,Average
J. Moreno,70,70,28,FC Cincinnati,Venezuela,"CDM,CM",1400000,5000,62,57,68,63,67,75,Adult,Average
S. Mosquera,70,70,27,Deportivo Cali,Colombia,"LM,LW",1700000,3000,78,63,66,71,26,65,Adult,Average
Luan Sendeiro,70,70,30,Internacional,Brazil,CDM,1300000,13000,67,56,71,61,68,68,Senior,Average
I. Chicco,70,71,26,Club Atlético Colón,Argentina,GK,1400000,6000,69,69,60,69,43,71,Adult,Average
Filipe Ferreira,70,70,31,Boavista FC,Portugal,LWB,1200000,8000,69,53,65,68,65,67,Senior,Average
Pablo Valcarce,70,70,29,Burgos CF,Spain,"RM,LM,ST",1600000,5000,77,68,66,71,51,69,Adult,Average
J. Cuffaut,70,70,34,Valenciennes FC,France,"CB,RB",525000,4000,67,58,63,62,70,79,Senior,Average
A. Dønnum,70,75,24,Standard de Liège,Norway,RM,2400000,8000,82,64,62,73,38,69,Adult,Average
Paik Seung Ho,70,75,25,Jeonbuk Hyundai Motors,Korea Republic,"CM,CDM",2300000,7000,67,62,68,72,60,72,Adult,Average
B. Cabango,70,80,22,Swansea City,Wales,CB,3300000,13000,64,28,42,48,71,73,Young,Average
Josep Martínez,70,75,24,Genoa,Spain,GK,1900000,15000,72,69,65,72,26,69,Adult,Average
E. Ebosse,70,78,23,Udinese Calcio,Cameroon,"CB,LWB",3300000,8000,70,35,56,64,71,71,Adult,Average
L. Klünter,70,72,26,DSC Arminia Bielefeld,Germany,"CB,RWB",1700000,10000,84,43,59,67,71,68,Adult,Average
F. Fattori,70,70,29,Club Atlético Huracán,Argentina,"CDM,CM",1400000,8000,69,54,67,68,64,69,Adult,Average
S. Molina,70,70,30,AC Monza,Italy,"RM,LM",1500000,24000,73,50,68,72,61,65,Senior,Average
A. Méndez,70,73,26,Newell's Old Boys,Uruguay,"RB,RWB",1900000,8000,80,37,52,60,66,86,Adult,Average
A. Vigo,70,76,23,Club Atlético Independiente,Argentina,"RB,RWB",2400000,8000,84,56,64,75,62,72,Adult,Average
S. Burchert,70,70,32,FC St. Pauli,Germany,GK,800000,8000,70,68,67,70,46,72,Senior,Average
T. Morena,70,70,28,Mamelodi Sundowns FC,South Africa,RB,1400000,700,82,60,63,72,67,53,Adult,Average
Agus Medina,70,71,27,SD Ponferradina,Spain,"CDM,CAM",1600000,6000,69,62,67,65,67,72,Adult,Average
L. Cardozo,70,70,33,Club Libertad,Paraguay,"CB,RB",750000,550,77,35,46,55,71,74,Senior,Average
Jota Silva,70,79,22,Vitória de Guimarães,Portugal,"RW,LW",3600000,6000,82,65,61,70,30,65,Young,Average
D. Ndongala,70,70,31,APOEL Nicosia FC,Congo DR,"RW,RM",1300000,800,83,59,65,75,28,44,Senior,Average
P. Mortensen,70,70,32,Aarhus GF,Denmark,ST,1300000,10000,53,68,54,66,32,79,Senior,Average
A. Johnston,70,74,23,Club de Foot Montréal,Canada,"RM,RWB,CB",2300000,5000,79,54,65,68,69,75,Adult,Average
J. Paradela,70,75,23,River Plate,Argentina,"LM,CM,CDM",2400000,8000,70,65,70,73,58,60,Adult,Average
J. Brown,70,75,24,Stoke City,Scotland,"ST,RM,RWB",2400000,15000,75,69,62,69,48,73,Adult,Average
Y. van Osch,70,73,25,Fortuna Sittard,Netherlands,GK,1600000,6000,70,66,71,73,42,68,Adult,Average
Marlinito Dias,70,70,26,Fortaleza,Brazil,"CDM,CB",1500000,7000,56,44,64,57,66,71,Adult,Average
A. Batalla,70,74,26,San Lorenzo de Almagro,Argentina,GK,1700000,7000,70,67,66,71,43,68,Adult,Average
C. Archer,70,79,20,Aston Villa,England,"ST,RW",3500000,30000,77,69,53,71,25,64,Young,Average
E. Lenjani,70,70,32,Ümraniyespor,Albania,"LWB,LB,LM",1100000,8000,77,64,67,68,59,72,Senior,Average
M. Al-Tamari,70,73,25,Oud-Heverlee Leuven,Jordan,"RM,RWB",2100000,8000,83,61,62,77,37,57,Adult,Average
V. Bondar,70,80,23,Shakhtar Donetsk,Ukraine,CB,3300000,500,71,32,51,52,71,72,Adult,Average
Nascimentardo,70,70,22,Ceará Sporting Club,Brazil,"CAM,CF",1900000,7000,83,57,72,74,39,48,Young,Average
Heltinho Melo,70,70,26,Club Athletico Paranaense,Brazil,"CAM,RB",1700000,9000,78,54,71,74,48,55,Adult,Average
M. Bani,70,71,28,Genoa,Italy,CB,1500000,3000,54,18,42,53,71,72,Adult,Average
A. Hughes,70,70,30,Preston North End,Wales,CB,1300000,17000,63,40,59,60,70,76,Senior,Average
M. Quiroga,70,70,32,CS Emelec,Argentina,ST,1300000,600,67,68,51,66,29,81,Senior,Average
B. Koita,70,70,31,Kasimpaşa SK,Guinea,"ST,RW",1300000,20000,78,69,58,67,22,67,Senior,Average
T. Harwood-Bellis,70,82,20,Burnley,England,CB,3600000,33000,66,36,57,59,70,70,Young,Average
M. Dräger,70,73,26,FC Luzern,Tunisia,"RB,RWB",1900000,27000,81,64,63,70,64,62,Adult,Average
M. Pajač,70,70,29,Genoa,Croatia,LB,1400000,3000,76,63,66,63,62,66,Adult,Average
V. Kovacević,70,78,24,Raków Częstochowa,Bosnia and Herzegovina,GK,3100000,5000,74,66,68,74,37,72,Adult,Average
N. Besara,70,70,31,Hammarby IF,Sweden,"CAM,ST,CM",1300000,5000,69,70,71,69,44,66,Senior,Average
K. Parks,70,75,24,New York City FC,United States,"CM,CDM",2400000,5000,35,62,66,68,68,71,Adult,Average
F. Lanzillotta,70,70,29,Argentinos Juniors,Argentina,GK,1100000,6000,72,67,64,72,45,71,Adult,Average
A. Zapata,70,70,27,CS Emelec,Colombia,"RM,CF",1700000,550,77,65,66,73,31,63,Adult,Average
J. Quiñónes,70,70,32,Club Deportes Tolima,Colombia,CB,1000000,2000,53,35,47,43,70,80,Senior,Average
J. Dátolo,70,70,38,Club Atlético Banfield,Argentina,"CAM,CM",525000,7000,52,71,73,68,47,55,Senior,Average
A. Rispoli,70,70,33,Cosenza,Italy,"RB,RM",825000,2000,76,64,65,67,65,74,Senior,Average
T. Dallinga,70,80,21,Toulouse Football Club,Netherlands,ST,3600000,9000,72,70,59,65,26,63,Young,Average
Lee Dong Jun,70,73,25,Hertha BSC,Korea Republic,RM,2100000,15000,82,62,56,77,43,60,Adult,Average
J. Bacuna,70,75,24,Birmingham City,Curacao,"CM,CAM",2400000,16000,70,69,70,73,65,76,Adult,Average
T. Ream,70,70,34,Fulham,United States,CB,525000,26000,54,43,67,68,72,68,Senior,Average
A. Sigurðsson,70,79,23,IFK Norrköping,Iceland,"CF,CM",3600000,5000,79,68,67,73,41,62,Adult,Average
M. Udol,70,73,26,FC Metz,France,"LWB,LB,CB",1900000,5000,71,42,62,69,69,72,Adult,Average
Lourival Rodeiro,70,70,30,São Paulo,Brazil,CM,1500000,19000,69,58,62,69,64,59,Senior,Average
Garrido,70,70,32,Cádiz CF,Spain,CDM,1100000,14000,33,48,56,52,70,88,Senior,Average
C. Villalba,70,76,23,Platense,Argentina,"CDM,CM",2300000,7000,66,51,60,68,70,71,Adult,Average
L. Ferguson,70,78,22,Bologna,Scotland,"CM,CDM",3600000,15000,72,68,69,70,67,83,Young,Average
Simy,70,70,30,Benevento,Nigeria,ST,1600000,16000,58,72,45,60,29,75,Senior,Average
Camora,70,70,35,CFR Cluj,Romania,LB,500000,6000,68,56,68,63,65,70,Senior,Average
F. Muslija,70,73,23,SC Paderborn 07,Kosovo,"LM,CAM",2200000,10000,75,65,66,76,30,49,Adult,Average
S. Esposito,70,82,19,RSC Anderlecht,Italy,"ST,CAM",3800000,19000,71,70,70,74,38,62,Young,Average
L. Carole,70,70,31,Yukatel Kayserispor,France,"LB,LWB",1200000,10000,73,42,63,67,69,74,Senior,Average
W. Cuesta,70,72,29,Club Deportes Tolima,Colombia,GK,1300000,2000,68,69,68,72,46,70,Adult,Average
D. Congré,70,70,37,Dijon FCO,France,CB,275000,3000,34,31,59,62,71,75,Senior,Average
Jailson Oliva,70,70,30,Clube Atlético Mineiro,Brazil,RB,1400000,17000,81,38,58,69,67,57,Senior,Average
C. Zesiger,70,75,24,BSC Young Boys,Switzerland,CB,2200000,10000,62,32,47,46,71,77,Adult,Average
Sergio Gónzalez,70,76,25,CD Tenerife,Spain,"CB,CDM",2200000,6000,64,43,58,59,69,76,Adult,Average
L. Palacios,70,71,27,Al Adalah,Argentina,ST,1900000,13000,58,70,49,66,23,74,Adult,Average
V. Edvardsen,70,73,26,Djurgårdens IF,Sweden,"ST,LW",2100000,6000,78,70,60,70,32,79,Adult,Average
K. Broll,70,74,26,Górnik Zabrze,Germany,GK,1700000,4000,72,65,48,74,15,68,Adult,Average
D. McGoldrick,70,70,34,Derby County,Republic of Ireland,"ST,CAM",775000,6000,58,71,66,71,33,66,Senior,Average
N. Leali,70,72,29,Ascoli,Italy,GK,1300000,2000,72,70,58,73,33,64,Adult,Average
M. Caicedo,70,82,20,Brighton & Hove Albion,Ecuador,"CM,CDM",3800000,23000,73,61,66,69,71,69,Young,Average
A. Soto,70,70,28,Defensa y Justicia,Argentina,"LB,CB",1400000,10000,78,46,62,71,63,72,Adult,Average
P. Mpanzu,70,70,28,Luton Town,Congo DR,"CM,CDM",1600000,20000,79,62,64,72,68,81,Adult,Average
